"행정구역","2025년07월_전체","2025년07월_남자","2025년07월_여자","2025년07월_65세이상전체","2025년07월_65세이상남자","2025년07월_65세이상여자"
"부산광역시 중구 동광동(2611052000)","2,314","1,181","1,133","966","432","534"
"부산광역시 중구 대청동(2611053000)","5,561","2,649","2,912","1,831","775","1,056"
"부산광역시 중구 보수동(2611054500)","9,899","4,671","5,228","3,211","1,328","1,883"
"부산광역시 중구 부평동(2611056000)","4,025","1,912","2,113","1,550","637","913"
"부산광역시 중구 광복동(2611057000)","845","416","429","331","152","179"
"부산광역시 중구 남포동(2611058000)","785","471","314","341","182","159"
"부산광역시 중구 영주제1동(2611059000)","4,243","2,181","2,062","1,199","533","666"
"부산광역시 중구 영주제2동(2611060000)","6,186","2,987","3,199","2,377","1,006","1,371"
"부산광역시 서구 (2614000000)","102,526","49,135","53,391","31,193","13,260","17,933"
"부산광역시 서구 동대신제1동(2614051000)","5,096","2,454","2,642","1,512","626","886"
"부산광역시 서구 동대신제2동(2614052000)","6,320","3,043","3,277","2,410","1,054","1,356"
"부산광역시 서구 동대신제3동(2614053000)","6,874","3,211","3,663","2,057","838","1,219"
"부산광역시 서구 서대신제1동(2614054000)","14,617","6,914","7,703","3,401","1,414","1,987"
"부산광역시 서구 서대신제3동(2614056000)","7,257","3,332","3,925","1,853","795","1,058"
"부산광역시 서구 서대신제4동(2614057000)","6,921","3,318","3,603","1,736","758","978"
"부산광역시 서구 부민동(2614059000)","7,242","3,420","3,822","1,710","740","970"
"부산광역시 서구 아미동(2614061500)","6,226","3,059","3,167","2,496","1,070","1,426"
"부산광역시 서구 초장동(2614063000)","3,609","1,799","1,810","1,626","686","940"
"부산광역시 서구 충무동(2614064000)","9,352","4,456","4,896","2,890","1,226","1,664"
"부산광역시 서구 남부민제1동(2614065000)","4,250","2,119","2,131","1,814","773","1,041"
"부산광역시 서구 남부민제2동(2614066000)","7,432","3,647","3,785","3,153","1,325","1,828"
"부산광역시 서구 암남동(2614068000)","17,330","8,363","8,967","4,535","1,955","2,580"
"부산광역시 동구 (2617000000)","84,431","40,970","43,461","25,770","10,922","14,848"
"부산광역시 동구 초량제1동(2617051000)","4,876","2,450","2,426","1,428","606","822"
"부산광역시 동구 초량제2동(2617052000)","4,997","2,492","2,505","1,927","819","1,108"
"부산광역시 동구 초량제3동(2617053000)","12,634","6,041","6,593","1,960","871","1,089"
"부산광역시 동구 초량제6동(2617055000)","4,990","2,403","2,587","2,045","833","1,212"
"부산광역시 동구 수정제1동(2617056000)","3,878","1,882","1,996","1,246","507","739"
"부산광역시 동구 수정제2동(2617057000)","8,780","4,166","4,614","3,043","1,269","1,774"
"부산광역시 동구 수정제4동(2617059000)","3,298","1,611","1,687","1,493","599","894"
"부산광역시 동구 수정제5동(2617060000)","4,519","2,165","2,354","1,899","774","1,125"
"부산광역시 동구 좌천동(2617064500)","10,811","5,200","5,611","3,583","1,514","2,069"
"부산광역시 동구 범일제1동(2617065000)","10,436","5,017","5,419","4,021","1,702","2,319"
"부산광역시 동구 범일제2동(2617066000)","6,292","3,159","3,133","1,582","752","830"
"부산광역시 동구 범일제5동(2617068000)","8,920","4,384","4,536","1,543","676","867"
"부산광역시 영도구 (2620000000)","102,367","50,160","52,207","35,224","15,209","20,015"
"부산광역시 영도구 남항동(2620053000)","9,865","4,903","4,962","3,723","1,589","2,134"
"부산광역시 영도구 영선제1동(2620054000)","3,547","1,676","1,871","1,384","599","785"
"부산광역시 영도구 영선제2동(2620055000)","7,099","3,427","3,672","2,633","1,129","1,504"
"부산광역시 영도구 신선동(2620058500)","6,621","3,267","3,354","2,957","1,212","1,745"
"부산광역시 영도구 봉래제1동(2620059000)","6,415","3,154","3,261","2,271","957","1,314"
"부산광역시 영도구 봉래제2동(2620060500)","7,037","3,414","3,623","2,201","930","1,271"
"부산광역시 영도구 청학제1동(2620063000)","5,155","2,511","2,644","1,847","783","1,064"
"부산광역시 영도구 청학제2동(2620064000)","15,856","7,779","8,077","5,116","2,258","2,858"
"부산광역시 영도구 동삼제1동(2620065000)","27,366","13,299","14,067","8,235","3,621","4,614"
"부산광역시 영도구 동삼제2동(2620066000)","5,024","2,637","2,387","1,203","554","649"
"부산광역시 영도구 동삼제3동(2620067000)","8,382","4,093","4,289","3,654","1,577","2,077"
"부산광역시 부산진구 (2623000000)","364,987","174,580","190,407","85,577","36,936","48,641"
"부산광역시 부산진구 부전제1동(2623051000)","14,096","6,888","7,208","2,648","1,266","1,382"
"부산광역시 부산진구 부전제2동(2623052000)","12,274","6,080","6,194","1,648","749","899"
"부산광역시 부산진구 연지동(2623054000)","25,462","12,084","13,378","6,167","2,653","3,514"
"부산광역시 부산진구 초읍동(2623055000)","21,572","10,406","11,166","6,723","2,863","3,860"
"부산광역시 부산진구 양정제1동(2623056000)","18,681","8,658","10,023","4,743","1,970","2,773"
"부산광역시 부산진구 양정제2동(2623057000)","20,257","9,467","10,790","2,921","1,274","1,647"
"부산광역시 부산진구 전포제1동(2623060000)","20,349","9,697","10,652","3,178","1,352","1,826"
"부산광역시 부산진구 전포제2동(2623061000)","22,987","10,735","12,252","5,801","2,420","3,381"
"부산광역시 부산진구 부암제1동(2623064000)","23,018","11,107","11,911","4,951","2,172","2,779"
"부산광역시 부산진구 부암제3동(2623066000)","23,208","11,306","11,902","4,666","2,070","2,596"
"부산광역시 부산진구 당감제1동(2623067000)","20,364","9,644","10,720","6,021","2,508","3,513"
"부산광역시 부산진구 당감제2동(2623068000)","11,614","5,526","6,088","2,689","1,140","1,549"
"부산광역시 부산진구 당감제4동(2623070000)","9,879","4,774","5,105","2,802","1,212","1,590"
"부산광역시 부산진구 가야제1동(2623071000)","16,004","8,091","7,913","4,451","1,933","2,518"
"부산광역시 부산진구 가야제2동(2623072000)","17,797","8,552","9,245","4,820","2,132","2,688"
"부산광역시 부산진구 개금제1동(2623074000)","18,258","8,848","9,410","3,442","1,478","1,964"
"부산광역시 부산진구 개금제2동(2623075000)","9,691","4,588","5,103","2,849","1,200","1,649"
"부산광역시 부산진구 개금제3동(2623076000)","25,724","12,225","13,499","7,025","3,101","3,924"
"부산광역시 부산진구 범천제1동(2623077000)","12,179","5,577","6,602","2,482","1,042","1,440"
"부산광역시 부산진구 범천제2동(2623078000)","21,573","10,327","11,246","5,550","2,401","3,149"
"부산광역시 동래구 (2626000000)","274,362","132,151","142,211","62,887","27,506","35,381"
"부산광역시 동래구 수민동(2626051000)","30,244","14,570","15,674","7,571","3,271","4,300"
"부산광역시 동래구 복산동(2626052000)","8,059","3,886","4,173","3,070","1,301","1,769"
"부산광역시 동래구 명륜동(2626054500)","25,823","12,724","13,099","4,145","1,834","2,311"
"부산광역시 동래구 온천제1동(2626055000)","33,366","15,667","17,699","5,712","2,428","3,284"
"부산광역시 동래구 온천제2동(2626056000)","23,817","11,413","12,404","4,925","2,161","2,764"
"부산광역시 동래구 온천제3동(2626057000)","35,567","17,266","18,301","8,612","3,860","4,752"
"부산광역시 동래구 사직제1동(2626058000)","11,663","5,596","6,067","2,591","1,076","1,515"
"부산광역시 동래구 사직제2동(2626059000)","24,349","11,563","12,786","3,865","1,744","2,121"
"부산광역시 동래구 사직제3동(2626060000)","16,546","8,178","8,368","3,764","1,585","2,179"
"부산광역시 동래구 안락제1동(2626074000)","13,028","6,320","6,708","4,229","1,843","2,386"
"부산광역시 동래구 안락제2동(2626075000)","25,580","12,280","13,300","6,428","2,871","3,557"
"부산광역시 동래구 명장제1동(2626076100)","13,049","6,307","6,742","3,863","1,722","2,141"
"부산광역시 동래구 명장제2동(2626076200)","13,271","6,381","6,890","4,112","1,810","2,302"
"부산광역시 남구 (2629000000)","251,950","122,353","129,597","62,973","27,110","35,863"
"부산광역시 남구 대연제1동(2629051000)","15,133","7,615","7,518","3,914","1,623","2,291"
"부산광역시 남구 대연제3동(2629053000)","35,893","17,528","18,365","5,352","2,330","3,022"
"부산광역시 남구 대연제4동(2629054000)","13,845","6,688","7,157","3,600","1,520","2,080"
"부산광역시 남구 대연제5동(2629055000)","16,150","7,725","8,425","3,941","1,683","2,258"
"부산광역시 남구 대연제6동(2629056000)","15,694","7,509","8,185","2,846","1,239","1,607"
"부산광역시 남구 용호제1동(2629057000)","42,136","20,110","22,026","9,971","4,363","5,608"
"부산광역시 남구 용호제2동(2629058000)","19,153","9,216","9,937","4,742","2,108","2,634"
"부산광역시 남구 용호제3동(2629059000)","10,086","4,830","5,256","3,604","1,544","2,060"
"부산광역시 남구 용호제4동(2629060000)","7,559","3,609","3,950","2,354","985","1,369"
"부산광역시 남구 용당동(2629061000)","7,611","3,861","3,750","2,059","948","1,111"
"부산광역시 남구 감만제1동(2629062000)","7,651","3,925","3,726","2,220","1,027","1,193"
"부산광역시 남구 감만제2동(2629063000)","6,161","3,003","3,158","2,387","965","1,422"
"부산광역시 남구 우암동(2629064500)","11,774","5,697","6,077","4,330","1,831","2,499"
"부산광역시 남구 문현제1동(2629068000)","10,425","5,080","5,345","3,045","1,299","1,746"
"부산광역시 남구 문현제2동(2629069000)","8,169","4,023","4,146","2,188","928","1,260"
"부산광역시 남구 문현제3동(2629070000)","16,001","7,793","8,208","3,814","1,629","2,185"
"부산광역시 남구 문현제4동(2629071000)","8,509","4,141","4,368","2,606","1,088","1,518"
"부산광역시 북구 (2632000000)","264,537","129,735","134,802","65,152","29,374","35,778"
"부산광역시 북구 구포제1동(2632051000)","14,742","7,385","7,357","4,097","1,872","2,225"
"부산광역시 북구 구포제2동(2632052000)","22,810","11,680","11,130","5,957","2,795","3,162"
"부산광역시 북구 구포제3동(2632052100)","17,153","8,776","8,377","4,722","2,212","2,510"
"부산광역시 북구 금곡동(2632053000)","34,222","16,442","17,780","10,541","4,547","5,994"
"부산광역시 북구 화명제1동(2632054100)","38,902","19,009","19,893","6,348","3,108","3,240"
"부산광역시 북구 화명제2동(2632054200)","16,602","8,063","8,539","3,577","1,598","1,979"
"부산광역시 북구 화명제3동(2632054300)","27,845","13,511","14,334","4,892","2,186","2,706"
"부산광역시 북구 덕천제1동(2632055000)","13,686","6,688","6,998","3,956","1,683","2,273"
"부산광역시 북구 덕천제2동(2632056000)","10,656","5,327","5,329","3,310","1,425","1,885"
"부산광역시 북구 덕천제3동(2632056100)","9,451","4,593","4,858","3,154","1,301","1,853"
"부산광역시 북구 만덕제1동(2632057100)","15,918","7,730","8,188","3,648","1,675","1,973"
"부산광역시 북구 만덕제2동(2632057200)","25,621","12,451","13,170","6,088","2,765","3,323"
"부산광역시 북구 만덕제3동(2632057300)","16,929","8,080","8,849","4,862","2,207","2,655"
"부산광역시 해운대구 (2635000000)","373,879","179,028","194,851","85,900","37,423","48,477"
"부산광역시 해운대구 우제1동(2635051000)","23,724","11,268","12,456","5,481","2,435","3,046"
"부산광역시 해운대구 우제2동(2635052000)","29,690","14,065","15,625","5,831","2,571","3,260"
"부산광역시 해운대구 우제3동(2635052500)","27,837","13,127","14,710","5,607","2,595","3,012"
"부산광역시 해운대구 중제1동(2635053000)","27,168","12,926","14,242","5,155","2,277","2,878"
"부산광역시 해운대구 중제2동(2635054000)","15,153","7,253","7,900","3,358","1,478","1,880"
"부산광역시 해운대구 좌제1동(2635055100)","16,937","7,854","9,083","3,112","1,304","1,808"
"부산광역시 해운대구 좌제2동(2635055200)","29,996","13,799","16,197","5,932","2,542","3,390"
"부산광역시 해운대구 좌제3동(2635055300)","14,893","6,905","7,988","3,643","1,497","2,146"
"부산광역시 해운대구 좌제4동(2635055400)","21,681","10,267","11,414","4,061","1,766","2,295"
"부산광역시 해운대구 송정동(2635056000)","9,058","4,354","4,704","2,963","1,254","1,709"
"부산광역시 해운대구 반여제1동(2635057000)","35,241","17,274","17,967","6,710","3,066","3,644"
"부산광역시 해운대구 반여제2동(2635058000)","11,076","5,411","5,665","3,812","1,560","2,252"
"부산광역시 해운대구 반여제3동(2635059000)","7,253","3,505","3,748","2,785","1,147","1,638"
"부산광역시 해운대구 반여제4동(2635059500)","14,356","7,025","7,331","3,110","1,436","1,674"
"부산광역시 해운대구 반송제1동(2635061000)","11,668","5,853","5,815","4,648","1,950","2,698"
"부산광역시 해운대구 반송제2동(2635062000)","20,333","9,870","10,463","7,966","3,291","4,675"
"부산광역시 해운대구 재송제1동(2635065000)","36,210","17,806","18,404","5,840","2,679","3,161"
"부산광역시 해운대구 재송제2동(2635066000)","21,605","10,466","11,139","5,886","2,575","3,311"
"부산광역시 사하구 (2638000000)","288,817","143,225","145,592","74,930","33,388","41,542"
"부산광역시 사하구 괴정제1동(2638051000)","16,542","7,846","8,696","5,181","2,211","2,970"
"부산광역시 사하구 괴정제2동(2638052000)","14,565","7,045","7,520","4,145","1,791","2,354"
"부산광역시 사하구 괴정제3동(2638053000)","11,228","5,321","5,907","3,877","1,583","2,294"
"부산광역시 사하구 괴정제4동(2638054000)","14,573","7,120","7,453","3,499","1,554","1,945"
"부산광역시 사하구 당리동(2638055000)","23,342","11,356","11,986","6,547","2,990","3,557"
"부산광역시 사하구 하단제1동(2638056100)","20,605","10,328","10,277","4,904","2,210","2,694"
"부산광역시 사하구 하단제2동(2638056200)","25,151","12,767","12,384","5,138","2,204","2,934"
"부산광역시 사하구 신평제1동(2638057100)","14,996","7,674","7,322","4,290","1,931","2,359"
"부산광역시 사하구 신평제2동(2638057200)","16,729","8,342","8,387","3,551","1,668","1,883"
"부산광역시 사하구 장림제1동(2638058000)","13,161","6,798","6,363","2,538","1,141","1,397"
"부산광역시 사하구 장림제2동(2638059000)","24,815","12,491","12,324","5,888","2,719","3,169"
"부산광역시 사하구 다대제1동(2638060100)","34,942","17,345","17,597","8,576","3,931","4,645"
"부산광역시 사하구 다대제2동(2638060200)","24,820","12,154","12,666","7,029","3,136","3,893"
"부산광역시 사하구 구평동(2638061000)","12,174","6,208","5,966","2,212","1,046","1,166"
"부산광역시 사하구 감천제1동(2638062000)","16,213","7,921","8,292","5,334","2,354","2,980"
"부산광역시 사하구 감천제2동(2638063000)","4,961","2,509","2,452","2,221","919","1,302"
"부산광역시 금정구 (2641000000)","207,955","101,150","106,805","57,566","25,129","32,437"
"부산광역시 금정구 서제1동(2641051000)","4,132","2,139","1,993","1,732","762","970"
"부산광역시 금정구 서제2동(2641052000)","7,851","3,943","3,908","2,814","1,280","1,534"
"부산광역시 금정구 서제3동(2641053000)","9,718","4,828","4,890","3,672","1,611","2,061"
"부산광역시 금정구 금사회동동(2641055500)","6,754","3,489","3,265","2,653","1,256","1,397"
"부산광역시 금정구 부곡제1동(2641057000)","7,102","3,413","3,689","2,808","1,136","1,672"
"부산광역시 금정구 부곡제2동(2641058000)","16,540","7,811","8,729","4,138","1,794","2,344"
"부산광역시 금정구 부곡제3동(2641059000)","14,516","6,861","7,655","3,608","1,544","2,064"
"부산광역시 금정구 부곡제4동(2641059100)","11,395","5,395","6,000","3,840","1,604","2,236"
"부산광역시 금정구 장전제1동(2641060000)","17,761","9,311","8,450","3,049","1,319","1,730"
"부산광역시 금정구 장전제2동(2641061000)","26,206","12,586","13,620","5,330","2,251","3,079"
"부산광역시 금정구 선두구동(2641063500)","1,968","1,040","928","825","398","427"
"부산광역시 금정구 청룡노포동(2641066500)","9,049","4,394","4,655","3,167","1,410","1,757"
"부산광역시 금정구 남산동(2641067000)","25,487","12,440","13,047","7,677","3,345","4,332"
"부산광역시 금정구 구서제1동(2641068000)","18,237","8,572","9,665","4,232","1,860","2,372"
"부산광역시 금정구 구서제2동(2641069000)","30,350","14,492","15,858","7,711","3,417","4,294"
"부산광역시 금정구 금성동(2641070000)","889","436","453","310","142","168"
"부산광역시 강서구 (2644000000)","146,843","75,908","70,935","22,250","10,567","11,683"
"부산광역시 강서구 대저1동(2644051000)","5,529","3,046","2,483","2,439","1,239","1,200"
"부산광역시 강서구 대저2동(2644052000)","6,027","3,373","2,654","1,897","922","975"
"부산광역시 강서구 강동동(2644053000)","12,598","6,433","6,165","2,029","961","1,068"
"부산광역시 강서구 명지1동(2644053500)","53,914","27,012","26,902","4,934","2,318","2,616"
"부산광역시 강서구 명지2동(2644054500)","29,614","14,841","14,773","3,081","1,442","1,639"
"부산광역시 강서구 가락동(2644055000)","2,029","1,091","938","1,004","481","523"
"부산광역시 강서구 녹산동(2644056000)","17,375","9,646","7,729","2,846","1,311","1,535"
"부산광역시 강서구 가덕도동(2644058000)","4,225","2,239","1,986","1,570","748","822"
"부산광역시 강서구 신호동(2644059000)","15,532","8,227","7,305","2,450","1,145","1,305"
"부산광역시 연제구 (2647000000)","211,068","100,741","110,327","50,305","21,781","28,524"
"부산광역시 연제구 거제제1동(2647061000)","27,612","13,283","14,329","5,897","2,507","3,390"
"부산광역시 연제구 거제제2동(2647062000)","25,105","12,009","13,096","3,235","1,447","1,788"
"부산광역시 연제구 거제제3동(2647063000)","9,048","4,216","4,832","3,107","1,291","1,816"
"부산광역시 연제구 거제제4동(2647064000)","9,332","4,505","4,827","2,509","1,112","1,397"
"부산광역시 연제구 연산제1동(2647065000)","15,206","7,381","7,825","3,902","1,719","2,183"
"부산광역시 연제구 연산제2동(2647066000)","21,667","10,186","11,481","4,565","1,950","2,615"
"부산광역시 연제구 연산제3동(2647067000)","10,136","4,818","5,318","2,808","1,194","1,614"
"부산광역시 연제구 연산제4동(2647068000)","16,503","7,907","8,596","4,793","2,122","2,671"
"부산광역시 연제구 연산제5동(2647069000)","16,856","8,006","8,850","3,379","1,505","1,874"
"부산광역시 연제구 연산제6동(2647070000)","15,097","7,196","7,901","4,732","1,933","2,799"
"부산광역시 연제구 연산제8동(2647072000)","12,929","6,292","6,637","3,228","1,413","1,815"
"부산광역시 연제구 연산제9동(2647073000)","31,577","14,942","16,635","8,150","3,588","4,562"
"부산광역시 수영구 (2650000000)","170,124","79,637","90,487","45,051","19,065","25,986"
"부산광역시 수영구 남천제1동(2650066000)","16,625","7,641","8,984","3,730","1,519","2,211"
"부산광역시 수영구 남천제2동(2650067000)","13,333","6,187","7,146","3,133","1,384","1,749"
"부산광역시 수영구 수영동(2650073000)","13,581","6,455","7,126","4,854","2,066","2,788"
"부산광역시 수영구 망미제1동(2650074000)","25,308","11,983","13,325","8,114","3,507","4,607"
"부산광역시 수영구 망미제2동(2650075000)","9,519","4,626","4,893","2,893","1,249","1,644"
"부산광역시 수영구 광안제1동(2650076000)","24,591","11,336","13,255","5,831","2,436","3,395"
"부산광역시 수영구 광안제2동(2650077000)","18,112","8,310","9,802","4,281","1,753","2,528"
"부산광역시 수영구 광안제3동(2650078000)","9,074","4,257","4,817","2,429","1,034","1,395"
"부산광역시 수영구 광안제4동(2650079000)","13,045","5,863","7,182","3,247","1,300","1,947"
"부산광역시 수영구 민락동(2650080000)","26,936","12,979","13,957","6,539","2,817","3,722"
"부산광역시 사상구 (2653000000)","195,980","97,962","98,018","50,267","22,789","27,478"
"부산광역시 사상구 삼락동(2653058000)","4,921","2,580","2,341","1,698","781","917"
"부산광역시 사상구 모라제1동(2653059100)","25,528","12,660","12,868","7,052","3,211","3,841"
"부산광역시 사상구 모라제3동(2653059300)","8,790","4,128","4,662","3,966","1,489","2,477"
"부산광역시 사상구 덕포제1동(2653060000)","11,616","5,845","5,771","2,605","1,144","1,461"
"부산광역시 사상구 덕포제2동(2653061000)","11,645","5,851","5,794","3,169","1,503","1,666"
"부산광역시 사상구 괘법동(2653062000)","24,202","12,437","11,765","5,079","2,459","2,620"
"부산광역시 사상구 감전동(2653064500)","11,510","6,050","5,460","3,632","1,689","1,943"
"부산광역시 사상구 주례제1동(2653065000)","16,130","8,123","8,007","3,669","1,775","1,894"
"부산광역시 사상구 주례제2동(2653066000)","20,985","10,442","10,543","4,584","2,103","2,481"
"부산광역시 사상구 주례제3동(2653066100)","11,735","5,673","6,062","3,249","1,450","1,799"
"부산광역시 사상구 학장동(2653067000)","25,515","12,573","12,942","6,877","3,036","3,841"
"부산광역시 사상구 엄궁동(2653068000)","23,403","11,600","11,803","4,687","2,149","2,538"
"부산광역시 기장군 (2671000000)","174,863","86,627","88,236","35,634","15,375","20,259"
"부산광역시 기장군 기장읍(2671025000)","51,286","25,042","26,244","13,934","5,841","8,093"
"부산광역시 기장군 장안읍(2671025300)","8,484","4,610","3,874","2,782","1,270","1,512"
"부산광역시 기장군 정관읍(2671025600)","77,718","38,435","39,283","10,905","4,601","6,304"
"부산광역시 기장군 일광읍(2671025900)","30,069","14,872","15,197","5,047","2,299","2,748"
"부산광역시 기장군 철마면(2671033000)","7,306","3,668","3,638","2,966","1,364","1,602"
"대구광역시  (2700000000)","2,357,040","1,155,185","1,201,855","508,177","219,528","288,649"
"대구광역시 중구 (2711000000)","100,332","48,014","52,318","18,332","7,576","10,756"
"대구광역시 중구 동인동(2711051700)","10,616","5,316","5,300","2,145","917","1,228"
"대구광역시 중구 삼덕동(2711054500)","7,352","3,577","3,775","959","370","589"
"대구광역시 중구 성내1동(2711056500)","5,094","2,405","2,689","912","382","530"
"대구광역시 중구 성내2동(2711057500)","8,426","4,081","4,345","1,319","600","719"
"대구광역시 중구 성내3동(2711058500)","13,443","6,666","6,777","1,402","630","772"
"대구광역시 중구 대신동(2711059500)","7,382","3,577","3,805","1,671","709","962"
"대구광역시 중구 남산1동(2711064000)","5,097","2,412","2,685","1,033","430","603"
"대구광역시 중구 남산2동(2711065000)","7,147","3,336","3,811","1,230","502","728"
"대구광역시 중구 남산3동(2711066000)","5,967","2,712","3,255","1,613","586","1,027"
"대구광역시 중구 남산4동(2711067000)","16,180","7,542","8,638","3,398","1,330","2,068"
"대구광역시 중구 대봉1동(2711068000)","7,740","3,586","4,154","1,663","694","969"
"대구광역시 중구 대봉2동(2711069000)","5,888","2,804","3,084","987","426","561"
"대구광역시 동구 (2714000000)","340,495","166,413","174,082","82,952","35,336","47,616"
"대구광역시 동구 신암1동(2714051000)","11,001","5,464","5,537","2,816","1,153","1,663"
"대구광역시 동구 신암2동(2714052000)","11,621","5,489","6,132","2,629","986","1,643"
"대구광역시 동구 신암3동(2714053000)","11,290","5,569","5,721","2,192","947","1,245"
"대구광역시 동구 신암4동(2714054000)","18,373","9,090","9,283","3,784","1,636","2,148"
"대구광역시 동구 신암5동(2714054100)","7,432","3,515","3,917","2,144","871","1,273"
"대구광역시 동구 신천1.2동(2714055500)","11,280","5,225","6,055","3,648","1,427","2,221"
"대구광역시 동구 신천3동(2714057000)","14,243","6,975","7,268","2,570","1,087","1,483"
"대구광역시 동구 신천4동(2714058000)","10,733","5,279","5,454","2,182","928","1,254"
"대구광역시 동구 효목1동(2714059000)","11,733","5,793","5,940","4,268","1,840","2,428"
"대구광역시 동구 효목2동(2714060000)","14,055","6,659","7,396","3,756","1,543","2,213"
"대구광역시 동구 도평동(2714061500)","3,550","1,948","1,602","1,186","536","650"
"대구광역시 동구 불로.봉무동(2714062000)","19,708","9,676","10,032","4,051","1,788","2,263"
"대구광역시 동구 지저동(2714064000)","12,760","6,361","6,399","4,179","1,846","2,333"
"대구광역시 동구 동촌동(2714065500)","14,179","7,140","7,039","4,233","1,883","2,350"
"대구광역시 동구 방촌동(2714067000)","17,041","8,241","8,800","5,447","2,324","3,123"
"대구광역시 동구 해안동(2714068500)","13,386","6,661","6,725","4,399","1,873","2,526"
"대구광역시 동구 안심1동(2714072000)","37,857","18,329","19,528","9,294","3,869","5,425"
"대구광역시 동구 안심2동(2714073000)","16,819","8,413","8,406","3,438","1,542","1,896"
"대구광역시 동구 안심3동(2714074200)","19,997","9,652","10,345","3,357","1,394","1,963"
"대구광역시 동구 안심4동(2714074700)","26,642","13,023","13,619","5,255","2,279","2,976"
"대구광역시 동구 혁신동(2714075500)","16,805","8,239","8,566","2,165","944","1,221"
"대구광역시 동구 공산동(2714076000)","19,990","9,672","10,318","5,959","2,640","3,319"
"대구광역시 서구 (2717000000)","160,919","79,699","81,220","46,222","19,608","26,614"
"대구광역시 서구 내당1동(2717051000)","9,351","4,594","4,757","2,442","1,049","1,393"
"대구광역시 서구 내당2.3동(2717052500)","8,107","3,922","4,185","2,898","1,130","1,768"
"대구광역시 서구 내당4동(2717054000)","14,374","6,808","7,566","4,301","1,798","2,503"
"대구광역시 서구 비산1동(2717055000)","8,077","4,063","4,014","2,714","1,134","1,580"
"대구광역시 서구 비산2.3동(2717056500)","7,846","3,825","4,021","3,098","1,227","1,871"
"대구광역시 서구 비산4동(2717058000)","8,535","4,109","4,426","2,787","1,142","1,645"
"대구광역시 서구 비산5동(2717059000)","4,987","2,526","2,461","1,926","794","1,132"
"대구광역시 서구 비산6동(2717060000)","6,522","3,184","3,338","2,196","904","1,292"
"대구광역시 서구 비산7동(2717061000)","8,379","4,417","3,962","2,755","1,239","1,516"
"대구광역시 서구 평리1동(2717062000)","6,432","3,225","3,207","2,191","920","1,271"
"대구광역시 서구 평리2동(2717063000)","7,073","3,411","3,662","1,944","845","1,099"
"대구광역시 서구 평리3동(2717064000)","12,342","6,151","6,191","3,058","1,321","1,737"
"대구광역시 서구 평리4동(2717065000)","15,549","7,737","7,812","4,081","1,779","2,302"
"대구광역시 서구 평리5동(2717066000)","10,306","5,151","5,155","1,284","570","714"
"대구광역시 서구 평리6동(2717066100)","5,430","2,859","2,571","1,228","592","636"
"대구광역시 서구 상중이동(2717067500)","17,434","8,626","8,808","4,650","2,020","2,630"
"대구광역시 서구 원대동(2717069500)","10,175","5,091","5,084","2,669","1,144","1,525"
"대구광역시 남구 (2720000000)","136,417","64,968","71,449","38,388","15,863","22,525"
"대구광역시 남구 이천동(2720051500)","14,349","6,755","7,594","3,543","1,354","2,189"
"대구광역시 남구 봉덕1동(2720053000)","7,906","3,826","4,080","2,480","1,024","1,456"
"대구광역시 남구 봉덕2동(2720054000)","13,052","6,151","6,901","3,364","1,470","1,894"
"대구광역시 남구 봉덕3동(2720055000)","14,430","6,809","7,621","4,350","1,786","2,564"
"대구광역시 남구 대명1동(2720056000)","9,476","4,597","4,879","2,708","1,150","1,558"
"대구광역시 남구 대명2동(2720057100)","11,635","5,473","6,162","2,687","1,080","1,607"
"대구광역시 남구 대명3동(2720058600)","9,367","4,558","4,809","3,026","1,229","1,797"
"대구광역시 남구 대명4동(2720059000)","9,402","4,460","4,942","3,085","1,266","1,819"
"대구광역시 남구 대명5동(2720060000)","7,424","3,526","3,898","1,545","630","915"
"대구광역시 남구 대명6동(2720061000)","10,564","5,059","5,505","2,628","1,123","1,505"
"대구광역시 남구 대명9동(2720064000)","13,350","6,528","6,822","3,686","1,600","2,086"
"대구광역시 남구 대명10동(2720065000)","8,096","3,774","4,322","2,676","1,099","1,577"
"대구광역시 남구 대명11동(2720066000)","7,366","3,452","3,914","2,610","1,052","1,558"
"대구광역시 북구 (2723000000)","411,135","203,440","207,695","80,853","35,079","45,774"
"대구광역시 북구 고성동(2723051000)","13,043","6,414","6,629","1,443","571","872"
"대구광역시 북구 칠성동(2723052600)","22,699","10,778","11,921","4,235","1,791","2,444"
"대구광역시 북구 침산1동(2723055000)","3,532","1,874","1,658","1,199","563","636"
"대구광역시 북구 침산2동(2723056000)","17,970","8,596","9,374","2,779","1,163","1,616"
"대구광역시 북구 침산3동(2723057000)","18,019","8,557","9,462","3,852","1,615","2,237"
"대구광역시 북구 산격1동(2723061000)","7,669","3,746","3,923","3,162","1,296","1,866"
"대구광역시 북구 산격2동(2723062000)","9,645","4,703","4,942","2,523","1,089","1,434"
"대구광역시 북구 산격3동(2723063000)","8,185","4,304","3,881","1,896","793","1,103"
"대구광역시 북구 산격4동(2723063100)","7,202","3,789","3,413","2,283","996","1,287"
"대구광역시 북구 대현동(2723064500)","15,719","7,930","7,789","4,215","1,727","2,488"
"대구광역시 북구 복현1동(2723067100)","6,946","3,872","3,074","1,163","529","634"
"대구광역시 북구 복현2동(2723067200)","29,078","14,369","14,709","5,179","2,348","2,831"
