"행정구역","2025년07월_전체","2025년07월_남자","2025년07월_여자","2025년07월_65세이상전체","2025년07월_65세이상남자","2025년07월_65세이상여자"
"전라남도 구례군 문척면(4673031000)","1,271","661","610","556","259","297"
"전라남도 구례군 간전면(4673032000)","1,398","691","707","672","292","380"
"전라남도 구례군 토지면(4673033000)","2,354","1,157","1,197","1,104","474","630"
"전라남도 구례군 마산면(4673034000)","2,355","1,159","1,196","1,050","425","625"
"전라남도 구례군 광의면(4673035000)","2,122","1,041","1,081","1,111","446","665"
"전라남도 구례군 용방면(4673036000)","1,278","620","658","648","266","382"
"전라남도 구례군 산동면(4673037000)","2,772","1,334","1,438","1,301","540","761"
"전라남도 고흥군 (4677000000)","59,805","29,520","30,285","27,784","11,692","16,092"
"전라남도 고흥군 고흥읍(4677025000)","12,381","6,048","6,333","3,220","1,372","1,848"
"전라남도 고흥군 도양읍(4677025300)","9,301","4,590","4,711","3,596","1,555","2,041"
"전라남도 고흥군 도양읍소록출장소(4677025400)","506","262","244","322","163","159"
"전라남도 고흥군 도양읍시산출장소(4677025500)","180","94","86","80","26","54"
"전라남도 고흥군 풍양면(4677031000)","2,885","1,465","1,420","1,696","715","981"
"전라남도 고흥군 도덕면(4677032000)","2,679","1,350","1,329","1,449","613","836"
"전라남도 고흥군 금산면(4677033000)","3,992","1,977","2,015","2,208","931","1,277"
"전라남도 고흥군 도화면(4677034000)","3,583","1,755","1,828","1,955","845","1,110"
"전라남도 고흥군 포두면(4677035000)","4,466","2,169","2,297","2,412","985","1,427"
"전라남도 고흥군 봉래면(4677036000)","1,811","916","895","965","399","566"
"전라남도 고흥군 점암면(4677037000)","2,531","1,255","1,276","1,412","585","827"
"전라남도 고흥군 과역면(4677038000)","3,016","1,454","1,562","1,593","656","937"
"전라남도 고흥군 남양면(4677039000)","2,162","1,056","1,106","1,181","493","688"
"전라남도 고흥군 동강면(4677040000)","2,867","1,428","1,439","1,478","605","873"
"전라남도 고흥군 대서면(4677041000)","2,081","1,042","1,039","1,155","481","674"
"전라남도 고흥군 두원면(4677042000)","2,815","1,365","1,450","1,669","682","987"
"전라남도 고흥군 영남면(4677044000)","1,163","572","591","671","274","397"
"전라남도 고흥군 동일면(4677045000)","1,386","722","664","722","312","410"
"전라남도 보성군 (4678000000)","36,796","18,078","18,718","16,373","6,841","9,532"
"전라남도 보성군 보성읍(4678025000)","8,353","4,092","4,261","2,546","1,089","1,457"
"전라남도 보성군 벌교읍(4678025300)","10,745","5,233","5,512","4,784","1,994","2,790"
"전라남도 보성군 노동면(4678031000)","1,054","521","533","565","234","331"
"전라남도 보성군 미력면(4678032000)","1,294","653","641","654","280","374"
"전라남도 보성군 겸백면(4678033000)","1,074","539","535","572","235","337"
"전라남도 보성군 율어면(4678034000)","1,101","556","545","553","220","333"
"전라남도 보성군 복내면(4678035000)","1,502","723","779","803","340","463"
"전라남도 보성군 문덕면(4678036000)","901","468","433","417","182","235"
"전라남도 보성군 조성면(4678037000)","3,325","1,603","1,722","1,731","682","1,049"
"전라남도 보성군 득량면(4678038000)","2,500","1,253","1,247","1,299","532","767"
"전라남도 보성군 득량면예당출장소(4678038500)","1,089","527","562","493","204","289"
"전라남도 보성군 회천면(4678039000)","2,849","1,404","1,445","1,385","602","783"
"전라남도 보성군 웅치면(4678040000)","1,009","506","503","571","247","324"
"전라남도 화순군 (4679000000)","60,399","29,929","30,470","19,154","8,266","10,888"
"전라남도 화순군 화순읍(4679025000)","38,992","19,042","19,950","8,661","3,677","4,984"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","0","0","0","0"
"전라남도 화순군 한천면(4679031000)","909","474","435","422","192","230"
"전라남도 화순군 한천면영외출장소(4679031500)","402","193","209","236","92","144"
"전라남도 화순군 춘양면(4679032000)","1,653","862","791","852","377","475"
"전라남도 화순군 청풍면(4679033000)","959","489","470","526","217","309"
"전라남도 화순군 이양면(4679034000)","1,681","851","830","881","366","515"
"전라남도 화순군 능주면(4679035000)","2,869","1,405","1,464","1,242","532","710"
"전라남도 화순군 도곡면(4679036000)","2,709","1,397","1,312","1,234","554","680"
"전라남도 화순군 도암면(4679037000)","1,329","694","635","710","326","384"
"전라남도 화순군 이서면(4679038000)","938","482","456","465","212","253"
"전라남도 화순군 백아면(4679039500)","1,489","760","729","817","350","467"
"전라남도 화순군 동복면(4679040000)","1,463","699","764","774","310","464"
"전라남도 화순군 사평면(4679041500)","2,057","1,063","994","997","449","548"
"전라남도 화순군 동면(4679042000)","2,949","1,518","1,431","1,337","612","725"
"전라남도 장흥군 (4680000000)","34,235","16,841","17,394","13,653","5,667","7,986"
"전라남도 장흥군 장흥읍(4680025000)","14,494","7,102","7,392","3,853","1,606","2,247"
"전라남도 장흥군 관산읍(4680025300)","4,407","2,155","2,252","2,150","883","1,267"
"전라남도 장흥군 대덕읍(4680025600)","2,955","1,444","1,511","1,409","572","837"
"전라남도 장흥군 용산면(4680031000)","2,064","1,024","1,040","1,086","461","625"
"전라남도 장흥군 안양면(4680032000)","2,606","1,301","1,305","1,253","537","716"
"전라남도 장흥군 장동면(4680033000)","1,093","536","557","603","254","349"
"전라남도 장흥군 장평면(4680034000)","1,930","960","970","967","395","572"
"전라남도 장흥군 유치면(4680035000)","920","458","462","461","191","270"
"전라남도 장흥군 부산면(4680036000)","1,319","651","668","681","274","407"
"전라남도 장흥군 회진면(4680037000)","2,447","1,210","1,237","1,190","494","696"
"전라남도 강진군 (4681000000)","31,817","15,617","16,200","12,800","5,396","7,404"
"전라남도 강진군 강진읍(4681025000)","12,681","6,115","6,566","3,617","1,527","2,090"
"전라남도 강진군 군동면(4681031000)","4,270","2,126","2,144","1,593","677","916"
"전라남도 강진군 칠량면(4681032000)","2,025","1,007","1,018","1,029","433","596"
"전라남도 강진군 대구면(4681033000)","1,001","486","515","538","216","322"
"전라남도 강진군 도암면(4681034000)","2,283","1,121","1,162","1,265","543","722"
"전라남도 강진군 신전면(4681035000)","1,630","812","818","852","366","486"
"전라남도 강진군 성전면(4681036000)","2,572","1,279","1,293","1,279","550","729"
"전라남도 강진군 작천면(4681037000)","1,692","862","830","880","361","519"
"전라남도 강진군 병영면(4681038000)","1,462","711","751","732","292","440"
"전라남도 강진군 옴천면(4681039000)","566","285","281","290","123","167"
"전라남도 강진군 마량면(4681040000)","1,635","813","822","725","308","417"
"전라남도 해남군 (4682000000)","62,480","31,323","31,157","24,099","10,312","13,787"
"전라남도 해남군 해남읍(4682025000)","23,379","11,483","11,896","5,292","2,294","2,998"
"전라남도 해남군 삼산면(4682031000)","2,670","1,355","1,315","1,249","552","697"
"전라남도 해남군 화산면(4682032000)","2,871","1,460","1,411","1,425","599","826"
"전라남도 해남군 현산면(4682033000)","2,563","1,282","1,281","1,341","575","766"
"전라남도 해남군 송지면(4682034000)","5,501","2,751","2,750","2,380","1,022","1,358"
"전라남도 해남군 북평면(4682035000)","2,487","1,220","1,267","1,258","535","723"
"전라남도 해남군 북일면(4682036000)","1,832","896","936","970","392","578"
"전라남도 해남군 옥천면(4682037000)","2,757","1,396","1,361","1,306","558","748"
"전라남도 해남군 계곡면(4682038000)","1,991","979","1,012","1,075","436","639"
"전라남도 해남군 마산면(4682039000)","2,223","1,156","1,067","1,064","436","628"
"전라남도 해남군 황산면(4682040000)","4,186","2,096","2,090","2,068","876","1,192"
"전라남도 해남군 산이면(4682041000)","3,332","1,739","1,593","1,555","668","887"
"전라남도 해남군 문내면(4682042000)","3,537","1,794","1,743","1,684","739","945"
"전라남도 해남군 화원면(4682043000)","3,151","1,716","1,435","1,432","630","802"
"전라남도 영암군 (4683000000)","50,481","26,537","23,944","15,929","6,897","9,032"
"전라남도 영암군 영암읍(4683025000)","7,657","3,793","3,864","2,316","1,003","1,313"
"전라남도 영암군 삼호읍(4683025300)","15,087","8,125","6,962","2,438","1,145","1,293"
"전라남도 영암군 삼호읍서부출장소(4683025400)","5,960","3,634","2,326","708","346","362"
"전라남도 영암군 덕진면(4683031000)","1,650","829","821","790","311","479"
"전라남도 영암군 금정면(4683032000)","1,931","995","936","979","429","550"
"전라남도 영암군 신북면(4683033000)","3,340","1,703","1,637","1,589","695","894"
"전라남도 영암군 시종면(4683034000)","3,203","1,668","1,535","1,595","672","923"
"전라남도 영암군 도포면(4683035000)","2,037","1,069","968","970","426","544"
"전라남도 영암군 군서면(4683036000)","2,984","1,462","1,522","1,394","548","846"
"전라남도 영암군 서호면(4683037000)","1,759","858","901","927","377","550"
"전라남도 영암군 학산면(4683038000)","2,823","1,365","1,458","1,221","515","706"
"전라남도 영암군 미암면(4683039000)","2,050","1,036","1,014","1,002","430","572"
"전라남도 무안군 (4684000000)","94,855","47,714","47,141","20,144","8,765","11,379"
"전라남도 무안군 무안읍(4684025000)","10,722","5,357","5,365","2,776","1,177","1,599"
"전라남도 무안군 일로읍(4684025300)","24,037","11,967","12,070","3,070","1,288","1,782"
"전라남도 무안군 삼향읍(4684025600)","5,019","2,650","2,369","2,016","953","1,063"
"전라남도 무안군 삼향읍남악출장소(4684025800)","32,770","16,174","16,596","2,242","968","1,274"
"전라남도 무안군 몽탄면(4684032000)","2,762","1,392","1,370","1,384","563","821"
"전라남도 무안군 청계면(4684033000)","6,265","3,326","2,939","2,295","1,028","1,267"
"전라남도 무안군 현경면(4684034000)","4,270","2,214","2,056","2,043","889","1,154"
"전라남도 무안군 망운면(4684035000)","1,790","915","875","865","382","483"
"전라남도 무안군 해제면(4684036000)","4,495","2,291","2,204","2,227","976","1,251"
"전라남도 무안군 운남면(4684037000)","2,725","1,428","1,297","1,226","541","685"
"전라남도 함평군 (4686000000)","29,686","15,154","14,532","12,565","5,368","7,197"
"전라남도 함평군 함평읍(4686025000)","8,151","4,067","4,084","2,622","1,086","1,536"
"전라남도 함평군 손불면(4686031000)","3,093","1,595","1,498","1,488","644","844"
"전라남도 함평군 신광면(4686032000)","1,662","851","811","838","370","468"
"전라남도 함평군 학교면(4686033000)","3,356","1,700","1,656","1,642","710","932"
"전라남도 함평군 엄다면(4686034000)","1,761","858","903","835","337","498"
"전라남도 함평군 대동면(4686035000)","2,976","1,568","1,408","1,288","558","730"
"전라남도 함평군 나산면(4686036000)","2,595","1,330","1,265","1,246","541","705"
"전라남도 함평군 해보면(4686037000)","2,626","1,342","1,284","1,117","495","622"
"전라남도 함평군 월야면(4686038000)","3,466","1,843","1,623","1,489","627","862"
"전라남도 영광군 (4687000000)","53,033","26,579","26,454","17,050","7,242","9,808"
"전라남도 영광군 영광읍(4687025000)","23,121","11,385","11,736","5,095","2,226","2,869"
"전라남도 영광군 백수읍(4687025300)","4,389","2,152","2,237","2,006","780","1,226"
"전라남도 영광군 홍농읍(4687025600)","6,906","3,639","3,267","1,623","697","926"
"전라남도 영광군 대마면(4687031000)","1,614","836","778","688","295","393"
"전라남도 영광군 묘량면(4687032000)","1,739","883","856","796","357","439"
"전라남도 영광군 불갑면(4687033000)","1,463","765","698","622","295","327"
"전라남도 영광군 군서면(4687034000)","2,277","1,165","1,112","963","391","572"
"전라남도 영광군 군남면(4687035000)","2,253","1,077","1,176","1,213","487","726"
"전라남도 영광군 염산면(4687036000)","3,782","1,881","1,901","1,885","790","1,095"
"전라남도 영광군 법성면(4687037000)","4,832","2,391","2,441","1,920","803","1,117"
"전라남도 영광군 낙월면(4687038000)","440","271","169","154","79","75"
"전라남도 영광군 낙월면안마출장소(4687038500)","217","134","83","85","42","43"
"전라남도 장성군 (4688000000)","42,893","22,006","20,887","14,890","6,607","8,283"
"전라남도 장성군 장성읍(4688025000)","14,784","7,292","7,492","4,185","1,786","2,399"
"전라남도 장성군 진원면(4688031000)","3,563","1,795","1,768","1,232","539","693"
"전라남도 장성군 남면(4688032000)","3,576","1,952","1,624","1,354","644","710"
"전라남도 장성군 동화면(4688033000)","1,797","959","838","766","355","411"
"전라남도 장성군 삼서면(4688034000)","2,976","1,596","1,380","1,227","573","654"
"전라남도 장성군 삼계면(4688035000)","5,132","2,769","2,363","1,281","562","719"
"전라남도 장성군 황룡면(4688036000)","3,759","1,930","1,829","1,407","627","780"
"전라남도 장성군 서삼면(4688037000)","1,478","769","709","602","276","326"
"전라남도 장성군 북일면(4688038000)","1,303","675","628","655","289","366"
"전라남도 장성군 북이면(4688039000)","2,595","1,289","1,306","1,272","541","731"
"전라남도 장성군 북하면(4688040000)","1,930","980","950","909","415","494"
"전라남도 완도군 (4689000000)","44,980","22,792","22,188","17,253","7,384","9,869"
"전라남도 완도군 완도읍(4689025000)","16,855","8,506","8,349","4,556","2,010","2,546"
"전라남도 완도군 금일읍(4689025300)","3,338","1,698","1,640","1,450","608","842"
"전라남도 완도군 노화읍(4689025600)","3,837","1,960","1,877","1,418","599","819"
"전라남도 완도군 노화읍넙도출장소(4689029000)","695","387","308","282","123","159"
"전라남도 완도군 군외면(4689031000)","2,906","1,464","1,442","1,503","661","842"
"전라남도 완도군 신지면(4689032000)","3,098","1,591","1,507","1,407","605","802"
"전라남도 완도군 고금면(4689033000)","3,791","1,866","1,925","1,884","783","1,101"
"전라남도 완도군 약산면(4689034000)","2,141","1,097","1,044","1,092","469","623"
"전라남도 완도군 청산면(4689035000)","1,876","955","921","913","376","537"
"전라남도 완도군 청산면모도출장소(4689035500)","219","121","98","112","52","60"
"전라남도 완도군 소안면(4689036000)","2,240","1,109","1,131","1,040","411","629"
"전라남도 완도군 금당면(4689037000)","835","420","415","394","167","227"
"전라남도 완도군 보길면(4689038000)","2,418","1,229","1,189","880","379","501"
"전라남도 완도군 생일면(4689039000)","731","389","342","322","141","181"
"전라남도 진도군 (4690000000)","28,219","14,105","14,114","10,968","4,624","6,344"
"전라남도 진도군 진도읍(4690025000)","10,270","5,106","5,164","2,650","1,132","1,518"
"전라남도 진도군 군내면(4690031000)","2,760","1,397","1,363","1,233","526","707"
"전라남도 진도군 고군면(4690032000)","3,259","1,584","1,675","1,395","579","816"
"전라남도 진도군 의신면(4690033000)","3,228","1,644","1,584","1,500","649","851"
"전라남도 진도군 임회면(4690034000)","3,162","1,554","1,608","1,508","636","872"
"전라남도 진도군 지산면(4690035000)","2,853","1,404","1,449","1,492","598","894"
"전라남도 진도군 조도면(4690036000)","2,057","1,075","982","926","398","528"
"전라남도 진도군 조도면가사출장소(4690036500)","240","138","102","114","48","66"
"전라남도 진도군 조도면거차출장소(4690036600)","390","203","187","150","58","92"
"전라남도 신안군 (4691000000)","38,955","21,027","17,928","15,567","7,096","8,471"
"전라남도 신안군 지도읍(4691025000)","4,482","2,361","2,121","1,846","827","1,019"
"전라남도 신안군 지도읍선도출장소(4691025100)","221","109","112","109","45","64"
"전라남도 신안군 압해읍(4691025300)","5,669","3,092","2,577","2,191","1,072","1,119"
"전라남도 신안군 압해읍매화출장소(4691025400)","249","130","119","134","57","77"
"전라남도 신안군 압해읍고이도출장소(4691025500)","213","124","89","96","48","48"
"전라남도 신안군 증도면(4691031000)","1,433","783","650","591","247","344"
"전라남도 신안군 증도면병풍출장소(4691031500)","306","176","130","131","60","71"
"전라남도 신안군 임자면(4691032000)","3,267","1,743","1,524","1,141","486","655"
"전라남도 신안군 자은면(4691033000)","2,513","1,317","1,196","1,008","473","535"
"전라남도 신안군 비금면(4691034000)","3,546","1,911","1,635","1,399","633","766"
"전라남도 신안군 비금면수치도출장소(4691034500)","144","83","61","61","29","32"
"전라남도 신안군 도초면(4691035000)","2,392","1,262","1,130","968","445","523"
"전라남도 신안군 도초면우이도출장소(4691035500)","228","130","98","82","38","44"
"전라남도 신안군 흑산면(4691036000)","2,053","1,191","862","754","344","410"
"전라남도 신안군 흑산면가거도출장소(4691036500)","349","228","121","91","41","50"
"전라남도 신안군 흑산면태도출장소(4691036600)","199","113","86","59","21","38"
"전라남도 신안군 흑산면홍도출장소(4691036700)","435","245","190","116","47","69"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","274","170","104","111","56","55"
"전라남도 신안군 하의면(4691037000)","1,592","883","709","700","321","379"
"전라남도 신안군 신의면(4691038000)","1,543","834","709","502","228","274"
"전라남도 신안군 장산면(4691039000)","1,503","828","675","690","317","373"
"전라남도 신안군 안좌면(4691040000)","3,497","1,829","1,668","1,399","635","764"
"전라남도 신안군 팔금면(4691041000)","904","451","453","491","214","277"
"전라남도 신안군 암태면(4691042000)","1,943","1,034","909","897","412","485"
"경상북도  (4700000000)","2,516,753","1,273,708","1,243,045","675,978","298,476","377,502"
"경상북도 포항시 (4711000000)","489,657","248,444","241,213","114,175","51,660","62,515"
"경상북도 포항시 남구 (4711100000)","217,298","112,802","104,496","52,274","23,829","28,445"
"경상북도 포항시 남구 구룡포읍(4711125000)","6,437","3,238","3,199","3,274","1,366","1,908"
"경상북도 포항시 남구 연일읍(4711125300)","27,462","13,865","13,597","5,725","2,702","3,023"
"경상북도 포항시 남구 오천읍(4711125600)","57,051","30,784","26,267","8,950","4,168","4,782"
"경상북도 포항시 남구 대송면(4711131000)","2,994","1,571","1,423","1,412","660","752"
"경상북도 포항시 남구 동해면(4711132000)","9,084","4,583","4,501","3,031","1,361","1,670"
"경상북도 포항시 남구 장기면(4711133000)","3,689","1,824","1,865","2,082","907","1,175"
"경상북도 포항시 남구 호미곶면(4711135000)","1,639","790","849","882","346","536"
"경상북도 포항시 남구 상대동(4711152500)","22,525","11,807","10,718","6,972","3,193","3,779"
"경상북도 포항시 남구 해도동(4711154500)","15,626","8,038","7,588","5,986","2,635","3,351"
"경상북도 포항시 남구 송도동(4711155000)","11,058","5,500","5,558","4,675","2,030","2,645"
"경상북도 포항시 남구 청림동(4711156000)","4,487","2,488","1,999","1,502","681","821"
"경상북도 포항시 남구 제철동(4711157000)","2,322","1,275","1,047","609","285","324"
"경상북도 포항시 남구 효곡동(4711158000)","29,152","14,894","14,258","3,885","1,981","1,904"
"경상북도 포항시 남구 대이동(4711159000)","23,772","12,145","11,627","3,289","1,514","1,775"
"경상북도 포항시 북구 (4711300000)","272,359","135,642","136,717","61,901","27,831","34,070"
"경상북도 포항시 북구 흥해읍(4711325000)","59,220","29,879","29,341","10,095","4,546","5,549"
"경상북도 포항시 북구 신광면(4711331000)","2,711","1,366","1,345","1,475","670","805"
"경상북도 포항시 북구 청하면(4711332000)","4,290","2,113","2,177","2,094","888","1,206"
"경상북도 포항시 북구 송라면(4711333000)","2,305","1,125","1,180","1,213","498","715"
"경상북도 포항시 북구 기계면(4711334000)","4,724","2,325","2,399","2,494","1,091","1,403"
"경상북도 포항시 북구 죽장면(4711335000)","2,042","1,048","994","1,185","546","639"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","615","324","291","365","181","184"
"경상북도 포항시 북구 기북면(4711336000)","1,280","637","643","715","322","393"
"경상북도 포항시 북구 중앙동(4711352000)","13,477","6,647","6,830","4,988","2,150","2,838"
"경상북도 포항시 북구 양학동(4711363000)","16,080","7,855","8,225","3,422","1,583","1,839"
"경상북도 포항시 북구 죽도동(4711365500)","18,248","9,109","9,139","6,233","2,683","3,550"
"경상북도 포항시 북구 용흥동(4711366500)","19,544","9,496","10,048","5,789","2,583","3,206"
"경상북도 포항시 북구 우창동(4711368000)","31,103","15,066","16,037","5,952","2,571","3,381"
"경상북도 포항시 북구 두호동(4711369000)","21,051","10,311","10,740","4,701","2,196","2,505"
"경상북도 포항시 북구 장량동(4711370000)","67,059","34,126","32,933","9,203","4,432","4,771"
"경상북도 포항시 북구 환여동(4711371000)","8,610","4,215","4,395","1,977","891","1,086"
"경상북도 경주시 (4713000000)","244,342","122,316","122,026","69,129","30,276","38,853"
"경상북도 경주시 감포읍(4713025000)","5,077","2,543","2,534","2,292","945","1,347"
"경상북도 경주시 안강읍(4713025300)","22,067","10,952","11,115","7,771","3,346","4,425"
"경상북도 경주시 건천읍(4713025600)","13,833","6,975","6,858","4,188","1,869","2,319"
"경상북도 경주시 외동읍(4713025900)","21,252","11,281","9,971","6,114","2,823","3,291"
"경상북도 경주시 문무대왕면(4713031500)","4,009","2,113","1,896","1,637","697","940"
"경상북도 경주시 양남면(4713032000)","6,279","3,308","2,971","2,277","1,048","1,229"
"경상북도 경주시 내남면(4713033000)","4,385","2,229","2,156","2,261","1,031","1,230"
"경상북도 경주시 산내면(4713034000)","3,162","1,584","1,578","1,808","878","930"
"경상북도 경주시 서면(4713035000)","2,935","1,506","1,429","1,548","680","868"
"경상북도 경주시 현곡면(4713036000)","21,581","10,602","10,979","3,758","1,666","2,092"
"경상북도 경주시 강동면(4713037000)","5,826","3,023","2,803","2,487","1,118","1,369"
"경상북도 경주시 천북면(4713038000)","5,428","2,815","2,613","1,907","893","1,014"
"경상북도 경주시 중부동(4713051500)","4,365","2,131","2,234","1,763","738","1,025"
"경상북도 경주시 황오동(4713053000)","5,507","2,636","2,871","2,326","922","1,404"
"경상북도 경주시 성건동(4713055000)","12,580","6,181","6,399","4,383","1,786","2,597"
"경상북도 경주시 황남동(4713057000)","3,700","1,847","1,853","1,789","766","1,023"
"경상북도 경주시 선도동(4713059000)","13,653","6,833","6,820","2,938","1,258","1,680"
"경상북도 경주시 월성동(4713060500)","5,305","2,594","2,711","1,981","846","1,135"
"경상북도 경주시 용강동(4713061500)","24,692","12,145","12,547","3,359","1,467","1,892"
"경상북도 경주시 황성동(4713062100)","27,552","13,460","14,092","4,173","1,836","2,337"
"경상북도 경주시 동천동(4713063000)","19,970","9,939","10,031","4,761","2,090","2,671"
"경상북도 경주시 불국동(4713065000)","9,577","4,815","4,762","2,958","1,296","1,662"
"경상북도 경주시 보덕동(4713066000)","1,607","804","803","650","277","373"
"경상북도 김천시 (4715000000)","134,669","67,855","66,814","38,173","16,605","21,568"
"경상북도 김천시 아포읍(4715025000)","8,089","4,069","4,020","2,688","1,234","1,454"
"경상북도 김천시 농소면(4715031000)","3,050","1,600","1,450","1,242","547","695"
"경상북도 김천시 남면(4715032000)","2,849","1,474","1,375","1,338","595","743"
"경상북도 김천시 개령면(4715034000)","2,197","1,128","1,069","1,107","486","621"
"경상북도 김천시 감문면(4715035000)","3,048","1,537","1,511","1,636","721","915"
"경상북도 김천시 어모면(4715036000)","3,952","2,014","1,938","1,683","749","934"
"경상북도 김천시 봉산면(4715037000)","2,831","1,480","1,351","1,320","615","705"
"경상북도 김천시 대항면(4715038000)","3,116","1,606","1,510","1,388","628","760"
"경상북도 김천시 감천면(4715039000)","1,720","884","836","798","354","444"
"경상북도 김천시 조마면(4715040000)","2,036","1,033","1,003","1,020","463","557"
"경상북도 김천시 구성면(4715041000)","2,574","1,263","1,311","1,436","617","819"
"경상북도 김천시 지례면(4715042000)","1,383","705","678","775","346","429"
"경상북도 김천시 부항면(4715043000)","1,183","594","589","655","291","364"
"경상북도 김천시 대덕면(4715044000)","2,106","1,062","1,044","1,012","453","559"
"경상북도 김천시 증산면(4715045000)","955","470","485","518","228","290"
"경상북도 김천시 자산동(4715051600)","5,857","2,954","2,903","2,470","1,051","1,419"
"경상북도 김천시 평화남산동(4715053600)","6,832","3,350","3,482","2,711","1,074","1,637"
"경상북도 김천시 양금동(4715056500)","3,356","1,614","1,742","1,599","666","933"
"경상북도 김천시 대신동(4715057500)","23,268","11,572","11,696","4,346","1,869","2,477"
"경상북도 김천시 대곡동(4715059500)","20,416","10,315","10,101","4,835","2,059","2,776"
"경상북도 김천시 지좌동(4715061000)","10,444","5,371","5,073","2,206","939","1,267"
"경상북도 김천시 율곡동(4715064000)","23,407","11,760","11,647","1,390","620","770"
"경상북도 안동시 (4717000000)","153,613","76,077","77,536","44,867","19,370","25,497"
"경상북도 안동시 풍산읍(4717025000)","7,970","3,998","3,972","2,951","1,302","1,649"
"경상북도 안동시 와룡면(4717031000)","3,703","1,929","1,774","1,932","890","1,042"
"경상북도 안동시 북후면(4717032000)","2,735","1,427","1,308","1,386","617","769"
"경상북도 안동시 서후면(4717033000)","3,689","1,950","1,739","1,590","732","858"
"경상북도 안동시 풍천면(4717034000)","7,481","3,803","3,678","1,915","837","1,078"
"경상북도 안동시 일직면(4717035000)","2,371","1,152","1,219","1,291","546","745"
"경상북도 안동시 남후면(4717036000)","1,571","785","786","891","376","515"
"경상북도 안동시 남선면(4717037000)","1,975","1,018","957","905","417","488"
"경상북도 안동시 임하면(4717038000)","2,545","1,335","1,210","1,312","594","718"
"경상북도 안동시 길안면(4717039000)","2,517","1,307","1,210","1,409","644","765"
"경상북도 안동시 임동면(4717040000)","1,563","806","757","897","418","479"
"경상북도 안동시 예안면(4717041000)","1,654","849","805","921","410","511"
"경상북도 안동시 도산면(4717042000)","1,370","740","630","807","388","419"
"경상북도 안동시 녹전면(4717043000)","1,584","825","759","913","433","480"
"경상북도 안동시 중구동(4717051000)","4,814","2,356","2,458","1,629","668","961"
"경상북도 안동시 명륜동(4717052000)","4,604","2,214","2,390","1,489","620","869"
"경상북도 안동시 용상동(4717055500)","24,622","12,429","12,193","4,630","1,917","2,713"
"경상북도 안동시 서구동(4717058500)","8,223","3,935","4,288","2,594","1,063","1,531"
"경상북도 안동시 태화동(4717060000)","11,967","5,903","6,064","3,522","1,495","2,027"
"경상북도 안동시 평화동(4717062000)","5,761","2,779","2,982","1,928","815","1,113"
"경상북도 안동시 안기동(4717063000)","5,742","2,826","2,916","1,766","794","972"
"경상북도 안동시 옥동(4717065000)","19,781","9,304","10,477","3,870","1,549","2,321"
"경상북도 안동시 송하동(4717066000)","15,092","7,366","7,726","2,824","1,189","1,635"
"경상북도 안동시 강남동(4717069000)","10,279","5,041","5,238","1,495","656","839"
"경상북도 구미시 (4719000000)","404,053","208,740","195,313","55,381","25,190","30,191"
"경상북도 구미시 선산읍(4719025000)","13,347","6,582","6,765","4,428","1,955","2,473"
"경상북도 구미시 고아읍(4719025300)","40,172","20,049","20,123","6,215","2,872","3,343"
"경상북도 구미시 산동읍(4719025600)","30,606","15,946","14,660","1,471","680","791"
"경상북도 구미시 무을면(4719031000)","1,732","869","863","946","424","522"
"경상북도 구미시 옥성면(4719032000)","1,593","828","765","850","380","470"
"경상북도 구미시 도개면(4719033000)","1,988","1,022","966","1,039","455","584"
"경상북도 구미시 해평면(4719034000)","3,596","1,908","1,688","1,733","775","958"
"경상북도 구미시 장천면(4719036000)","2,710","1,406","1,304","1,222","560","662"
"경상북도 구미시 송정동(4719051000)","23,168","11,264","11,904","4,267","1,906","2,361"
"경상북도 구미시 원평동(4719053500)","9,525","5,096","4,429","1,838","851","987"
"경상북도 구미시 도량동(4719055100)","26,359","12,733","13,626","4,872","2,191","2,681"
"경상북도 구미시 지산동(4719055500)","1,809","943","866","711","331","380"
"경상북도 구미시 선주원남동(4719056500)","36,215","18,354","17,861","4,717","2,258","2,459"
"경상북도 구미시 형곡1동(4719058200)","12,508","6,123","6,385","2,313","1,071","1,242"
"경상북도 구미시 형곡2동(4719058300)","14,846","7,397","7,449","2,685","1,232","1,453"
"경상북도 구미시 신평1동(4719059000)","4,574","2,621","1,953","776","338","438"
"경상북도 구미시 신평2동(4719060000)","2,850","1,514","1,336","537","241","296"
"경상북도 구미시 비산동(4719061000)","12,609","6,638","5,971","1,164","569","595"
"경상북도 구미시 광평동(4719063000)","3,969","2,175","1,794","671","313","358"
"경상북도 구미시 상모사곡동(4719064500)","29,669","15,646","14,023","2,670","1,245","1,425"
"경상북도 구미시 임오동(4719066000)","16,868","8,818","8,050","1,482","694","788"
"경상북도 구미시 인동동(4719067000)","46,256","24,418","21,838","4,638","2,019","2,619"
"경상북도 구미시 진미동(4719068000)","16,061","9,277","6,784","1,086","485","601"
"경상북도 구미시 양포동(4719069000)","47,037","24,889","22,148","2,690","1,166","1,524"
"경상북도 구미시 공단동(4719070000)","3,986","2,224","1,762","360","179","181"
"경상북도 영주시 (4721000000)","97,842","48,669","49,173","32,041","13,850","18,191"
"경상북도 영주시 풍기읍(4721025000)","10,224","5,199","5,025","3,963","1,740","2,223"
