"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","입소정원","자격소유인원수","총인원수","인허가번호","상세영업상태명"
"3344","월드빌아파트노인정","서울특별시 은평구 증산동 250번지 101 101동 1504호","","20000901","운영중","","","","","","","10","0","1","3110000200000032","운영"
"3343","청구아파트경로당","서울특별시 은평구 수색동 413번지 수색청구아파트 ","","20000527","운영중","","","","","","","23","0","0","3110000200000026","운영"
"3342","우방아파트경로당","서울특별시 은평구 증산동 244번지 ","","20000418","운영중","","","","","","","55","0","0","3110000200000025","운영"
"3341","신사시티아파트경로당","서울특별시 은평구 신사동 297번지 ","","20001121","운영중","","","","","","","27","0","0","3110000200000024","운영"
"3340","송암경로당","서울특별시 은평구 불광동 245-62번지 ","","20001027","운영중","","","","","","","70","0","0","3110000200000023","운영"
"3339","매바위경로당","서울특별시 은평구 응암동 220-13번지 ","","20001128","운영중","","","","","","","20","0","0","3110000200000022","운영"
"3338","응암제일경로당","서울특별시 은평구 응암동 159-5번지 ","","20001222","운영중","","","","","","","70","0","0","3110000200000021","운영"
"3337","일심경로당","서울특별시 은평구 녹번동 91-6번지 ","","20000201","운영중","","","","","","","77","0","0","3110000200000020","운영"
"3336","갈현미미아파트","서울특별시 은평구 갈현동 538번지 ","","20050628","운영중","","","","","","","23","0","1","3110000200500038","운영"
"3335","경남아파트경로당","서울특별시 은평구 구산동 224번지 ","","20050616","운영중","","","","","","","63","0","1","3110000200500036","운영"
"3334","e-편한세상아파트 경로당","서울특별시 은평구 구산동 ","","20050616","운영중","","","","","","","63","0","1","3110000200500035","운영"
"3333","북한산 현대홈타운아파트 경로당","서울특별시 은평구 불광동 ","","20050120","운영중","","","","","","","56","0","1","3110000200500012","운영"
"3332","신사성원아파트 경로당","서울특별시 은평구 신사동 360번지 ","","20050120","운영중","","","","","","","23","0","1","3110000200500011","운영"
"3331","해주드림빌아파트경로당","서울특별시 은평구 녹번동 279-1번지 ","","20040119","운영중","","","","","","","20","0","0","3110000200400063","운영"
"3330","우정경로당","서울특별시 은평구 수색동 363-16번지 ","","20040325","운영중","","","","","","","30","1","21","3110000200400013","운영"
"3329","신사동한신아파트경로당","서울특별시 은평구 신사동 365번지 ","","20030707","운영중","","","","","","","49","0","0","3110000200300058","운영"
"3328","북한산대창센시티아파트경로당","서울특별시 은평구 불광동 71-16번지 ","","20021128","운영중","","","","","","","23","0","0","3110000200300056","운영"
"3327","JR경로당","서울특별시 은평구 녹번동 280-1번지 ","","20051208","운영중","","","","","","","22","0","1","3110000200500091","운영"
"3326","한신빌라 경로당","서울특별시 은평구 증산동 산 12-22번지 ","","20051208","운영중","","","","","","","22","0","0","3110000200500090","운영"
"3325","우남아파트 경로당","서울특별시 은평구 갈현동 540번지 ","","20051006","운영중","","","","","","","35","0","1","3110000200500075","운영"
"3324","갈현동 건영아파트경로당","서울특별시 은평구 갈현동 541-1번지 ","","20051006","운영중","","","","","","","26","0","1","3110000200500074","운영"
"3323","수색진흥아파트 경로당","서울특별시 은평구 수색동 416-1번지 ","","20051006","운영중","","","","","","","35","0","0","3110000200500073","운영"
"3322","대림한숲타운아파트 경로당","서울특별시 은평구 수색동 1번지 ","","20051006","운영중","","","","","","","26","0","0","3110000200500072","운영"
"3321","불광2동경로당","서울특별시 은평구 불광동 191-7번지 ","","20050923","운영중","","","","","","","10","0","0","3110000200500071","운영"
"3320","신사이랜드타운아파트경로당","서울특별시 은평구 신사동 367번지 ","","20050915","운영중","","","","","","","22","0","1","3110000200500069","운영"
"3319","응암푸르지오아파트경로당","서울특별시 은평구 응암동 178번지 ","","20070423","운영중","","","","","","","33","0","1","3110000200700023","운영"
"3318","은평신사두산위브아파트경로당","서울특별시 은평구 신사동 370번지 ","","20070413","운영중","","","","","","","26","0","1","3110000200700021","운영"
"3317","두산위브아파트경로당","서울특별시 은평구 증산동 255번지 ","","20070323","운영중","","","","","","","30","0","1","3110000200700016","운영"
"3316","북한산수자인아파트경로당","서울특별시 은평구 불광동 636번지 ","","20061227","운영중","","","","","","","23","0","2","3110000200600047","운영"
"3315","양천리경로당","서울특별시 은평구 녹번동 132-19번지 ","","20061107","운영중","","","","","","","23","0","23","3110000200600043","운영"
"3314","증산중앙하이츠아파트 경로당","서울특별시 은평구 증산동 248번지 ","","20090626","운영중","","","","","","","28","0","0","3110000200900028","운영"
"3313","숭인경로당","서울특별시 강북구 미아동 1261-322번지 ","","20021017","운영중","","","","","","","47","0","1","3080000200200041","운영"
"3312","삼성아파트경로당","서울특별시 강북구 수유동 260번지 ","","20010629","운영중","","","","","","","32","0","0","3080000200100013","운영"
"3311","대우아파트경로당","서울특별시 강북구 수유동 342번지 ","","20010613","운영중","","","","","","","35","0","0","3080000200100011","운영"
"3310","천지경로당","서울특별시 강북구 수유동 176-66번지 ","","20010330","운영중","","","","","","","31","0","1","3080000200100005","운영"
"3309","대한민국 6.25참전 유공자회 서울시강북구지회 경로당","서울특별시 강북구 수유동 679-19번지 ","","20001005","운영중","","","","","","","0","0","0","3080000200000012","운영"
"3308","성우아파트","서울특별시 강북구 미아동 561-2번지 ","","19990201","운영중","","","","","","","24","0","0","3080000199900028","운영"
"3307","금호타운아파트경로당","서울특별시 강북구 번동 656번지 ","","19990901","운영중","","","","","","","32","0","0","3080000199900025","운영"
"3306","한진아파트경로당","서울특별시 강북구 번동 226-1번지 ","","19991101","운영중","","","","","","","50","0","1","3080000199900024","운영"
"3305","한양아파트경로당","서울특별시 강북구 번동 133-1번지 ","","19981230","운영중","","","","","","","0","0","0","3080000199800028","운영"
"3304","석산경로당","서울특별시 강북구 미아동 1268-8번지 ","","19970516","운영중","","","","","","","0","0","3","3080000199700053","운영"
"3303","화계경로당","서울특별시 강북구 수유동 468-147번지 ","","19950801","운영중","","","","","","","50","0","1","3080000199500027","운영"
"3302","송중경로당","서울특별시 강북구 미아동 133-7번지 ","","19940401","운영중","","","","","","","28","0","0","3080000199400005","운영"
"3301","백련조기경로당","서울특별시 강북구 수유동 산 21-6번지 ","","19920201","운영중","","","","","","","0","0","0","3080000199200005","운영"
"3300","삼우경로당","서울특별시 강북구 미아동 700-72번지 ","","19910501","운영중","","","","","","","20","0","0","3080000199100008","운영"
"3299","수유2동경로당","서울특별시 강북구 수유동 252-19번지 ","","19880901","운영중","","","","","","","0","0","0","3080000198800002","운영"
"3298","인수경로당","서울특별시 강북구 수유동 547-1번지 ","","19800401","운영중","","","","","","","0","0","0","3080000198000001","운영"
"3297","미아5동경로당","서울특별시 강북구 미아동 1264-211번지 ","","20050708","운영중","","","","","","","0","0","0","3080000200500026","운영"
"3296","삼각산 암산 경로당","서울특별시 강북구 미아동 1357-2번지 ","","20050624","운영중","","","","","","","0","0","3","3080000200500021","운영"
"3295","번동솔그린아파트경로당","서울특별시 강북구 번동 136번지 ","","20050527","운영중","","","","","","","0","0","20","3080000200500020","운영"
"3294","샛강경로당","서울특별시 강북구 번동 471-116번지 ","","20050321","운영중","","","","","","","0","0","1","3080000200500014","운영"
"3293","은혜경로당","서울특별시 강북구 미아동 791-1012번지 ","","20050201","운영중","","","","","","","40","0","1","3080000200500009","운영"
"3292","요한경로당","서울특별시 강북구 미아동 301-10번지 ","","20050110","운영중","","","","","","","71","0","1","3080000200500003","운영"
"3291","수유벽산경로당","서울특별시 강북구 수유동 205번지 ","","20040628","운영중","","","","","","","0","0","3","3080000200400032","운영"
"3290","번동쌍용아파트경로당","서울특별시 강북구 번동 459-110번지 ","","20041115","운영중","","","","","","","28","0","1","3080000200400022","운영"
"3289","삼각산아이원아파트경로당","서울특별시 강북구 미아동 1357번지 ","","20041101","운영중","","","","","","","1","0","1","3080000200400021","운영"
"3288","큰마을 효심 경로당","서울특별시 강북구 미아동 754-63번지 ","","20040906","운영중","","","","","","","0","0","1","3080000200400018","운영"
"3287","가오경로당","서울특별시 강북구 수유동 356-44번지 ","","20030311","운영중","","","","","","","50","0","3","3080000200300040","운영"
"3286","미아3동경로당","서울특별시 강북구 미아동 198-30번지 ","","20061009","운영중","","","","","","","26","0","26","3080000200600026","운영"
"3285","동문아파트경로당","서울특별시 강북구 번동 657번지 ","","20060622","운영중","","","","","","","20","0","20","3080000200600021","운영"
"3284","한솔솔파크아파트경로당","서울특별시 강북구 번동 138번지 ","","20060626","운영중","","","","","","","21","0","21","3080000200600020","운영"
"3283","한솔솔파크아파트경로당","서울특별시 강북구 번동 138번지 ","","20060626","운영중","","","","","","","21","0","21","3080000200600019","운영"
"3282","교육촌경로당","서울특별시 강북구 번동 148-200번지 ","","20060626","운영중","","","","","","","80","0","80","3080000200600018","운영"
"3281","교육촌경로당","서울특별시 강북구 번동 148-200번지 ","","20060626","운영중","","","","","","","80","0","80","3080000200600017","운영"
"3280","신일해피트리","서울특별시 강북구 미아동 1358번지 ","","20060526","운영중","","","","","","","21","0","1","3080000200600015","운영"
"3279","미아2동경로당","서울특별시 강북구 미아동 837-723번지 ","","19980601","운영중","","","","","","","36","0","0","3080000200600013","운영"
"3278","방천경로당","서울특별시 강북구 미아동 52-20번지 ","","20060329","운영중","","","","","","","50","0","50","3080000200600011","운영"
"3277","묵정경로당","서울특별시 중구 충무로5가 21번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700020","운영"
"3276","우공경로당","서울특별시 강북구 미아동 844-1번지 ","","20060214","운영중","","","","","","","0","0","3","3080000200600008","운영"
"3275","물댐길경로당","서울특별시 강북구 수유동 270-144번지 ","","20060202","운영중","","","","","","","83","0","3","3080000200600006","운영"
"3274","미양경로당","서울특별시 강북구 미아동 791-2274번지 ","","20051227","운영중","","","","","","","100","0","3","3080000200500046","운영"
"3273","상산경로당","서울특별시 강북구 수유동 134-1번지 ","","20051012","운영중","","","","","","","0","0","5","3080000200500043","운영"
"3272","골말경로당","서울특별시 강북구 번동 174번지 ","","20050913","운영중","","","","","","","0","0","3","3080000200500038","운영"
"3271","실개울경로당","서울특별시 강북구 미아동 836-6번지 ","","20050809","운영중","","","","","","","55","0","3","3080000200500036","운영"
"3270","미아벽산아파트경로당","서울특별시 강북구 미아동 1354번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800003","운영"
"3269","팔팔경로당","서울특별시 강북구 미아동 837-1798번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800002","운영"
"3268","남성경로당","서울특별시 강북구 미아동 749-4번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800001","운영"
"3267","수유경로당","서울특별시 강북구 수유동 486-758번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800032","운영"
"3266","삼흥경로당","서울특별시 강북구 수유동 486-2번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800031","운영"
"3265","해모로아파트경로당","서울특별시 강북구 번동 139번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800030","운영"
"3264","한양아파트경로당","서울특별시 강북구 번동 133-1번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800029","운영"
"3263","오현경로당","서울특별시 강북구 번동 242번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800028","운영"
"3262","신원아파트경로당","서울특별시 강북구 번동 204번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800027","운영"
"3261","번2단지경로당","서울특별시 강북구 번동 241번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800026","운영"
"3260","오동공원현대홈타운경로당","서울특별시 강북구 번동 760번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800025","운영"
"3259","오동경로당","서울특별시 강북구 번동 148-327번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800024","운영"
"3258","번5단지A경로당","서울특별시 강북구 번동 230번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800023","운영"
"3257","번4단지A경로당","서울특별시 강북구 번동 234번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800022","운영"
"3256","번2동경로당","서울특별시 강북구 번동 619-12번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800021","운영"
"3255","삼성아파트경로당","서울특별시 강북구 번동 470-1번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800020","운영"
"3254","번1동부경로당","서울특별시 강북구 번동 417-15번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800019","운영"
"3253","동부경로당","서울특별시 강북구 번동 427-40번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800018","운영"
"3252","구봉경로당","서울특별시 강북구 미아동 3-621번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800017","운영"
"3251","미아8동경로당","서울특별시 강북구 미아동 860-202번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800016","운영"
"3250","삼양경로당","서울특별시 강북구 미아동 700-82번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800015","운영"
"3249","미아6동경로당","서울특별시 강북구 미아동 1264-189번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800014","운영"
"3248","미아동부센트레빌아파트경로당","서울특별시 강북구 미아동 474번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800013","운영"
"3247","미아5동경로당","서울특별시 강북구 미아동 403-86번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800012","운영"
"3246","한일유앤아이아파트 경로당","서울특별시 강북구 미아동 1355번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800011","운영"
"3245","미아4동경로당","서울특별시 강북구 미아동 87-179번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800010","운영"
"3244","한빛경로당","서울특별시 강북구 미아동 223-18번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800009","운영"
"3243","율곡경로당","서울특별시 강북구 미아동 258-78번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800008","운영"
"3242","청암경로당","서울특별시 강북구 미아동 776-14번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800007","운영"
"3241","미동경로당","서울특별시 강북구 미아동 791-410번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800006","운영"
"3240","실개울경로당","서울특별시 강북구 미아동 760-6번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800005","운영"
"3239","삼일경로당","서울특별시 강북구 미아동 839-460번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800004","운영"
"3238","삼산경로당","서울특별시 강북구 수유동 540-48번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800046","운영"
"3237","극동아파트경로당","서울특별시 강북구 수유동 553-61번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800045","운영"
"3236","수유오일경로당","서울특별시 강북구 수유동 455-37번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800044","운영"
"3235","수유5동경로당","서울특별시 강북구 수유동 451-178번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800043","운영"
"3234","무너미경로당","서울특별시 강북구 수유동 510-18번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800042","운영"
"3233","우이성원아파트경로당","서울특별시 강북구 우이동 312번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800041","운영"
"3232","우이경로당","서울특별시 강북구 우이동 310-4번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800040","운영"
"3231","소귓골경로당","서울특별시 강북구 우이동 170-6번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800039","운영"
"3230","은모루경로당","서울특별시 강북구 수유동 172-211번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800038","운영"
"3229","수3경로당","서울특별시 강북구 수유동 165-1번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800037","운영"
"3228","삼성장수아파트경로당","서울특별시 강북구 수유동 ","","20080109","운영중","","","","","","","0","0","0","3080000200800036","운영"
"3227","벽산201경로당","서울특별시 강북구 수유동 -7번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800035","운영"
"3226","수유장수경로당","서울특별시 강북구 수유동 49-7번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800034","운영"
"3225","수유1동경로당","서울특별시 강북구 수유동 89-2번지 ","","20080109","운영중","","","","","","","0","0","0","3080000200800033","운영"
"3224","기산그린아파트경로당","서울특별시 강북구 번동 191번지 ","","19981113","운영중","","","","","","","0","0","0","3080000200900001","운영"
"3223","경남아파트경로당","서울특별시 강북구 미아동 796번지 ","","20080818","운영중","","","","","","","0","0","0","3080000200800081","운영"
"3222","샘골경로당","서울특별시 강북구 번동 433-35번지 ","","20080806","운영중","","","","","","","0","0","0","3080000200800080","운영"
"3221","미아요진아파트경로당","서울특별시 강북구 미아동 152번지 ","","20080806","운영중","","","","","","","0","0","0","3080000200800079","운영"
"3220","건양경로당","서울특별시 강북구 미아동 734-255번지 ","","20091105","운영중","","","","","","","42","0","0","3080000200900028","운영"
"3219","번동주공3단지아파트경로당","서울특별시 강북구 번동 237번지 ","","20090720","운영중","","","","","","","163","0","0","3080000200900022","운영"
"3218","래미안1차아파트경로당","서울특별시 강북구 미아동 797번지 ","","20070413","운영중","","","","","","","0","0","0","3080000200900010","운영"
"3217","두산위브경로당","서울특별시 강북구 번동 411번지 ","","20100512","운영중","","","","","","","0","","","3080000201100013","운영"
"3216","송천센트레빌경로당","서울특별시 강북구 미아동 461번지 201동 ","","20110427","운영중","","","","","","","0","","","3080000201100012","운영"
"3215","래미안트리베라2차경로당","서울특별시 강북구 미아동 812번지 래미안트리베라2차아파트 ","","20100930","운영중","","","","","","","0","","","3080000201100011","운영"
"3214","래미안트리베리1차경로당","서울특별시 강북구 미아동 813번지 래미안트리베라1차아파트 ","","20101229","운영중","","","","","","","0","","","3080000201100010","운영"
"3213","장안현대홈타운아파트경로당","서울특별시 동대문구 장안동 336번지 ","","20041026","운영중","","","","","","","39","0","1","3050000200400039","운영"
"3212","솔샘경로당","서울특별시 강북구 미아동 1354-1번지 ","","20031229","운영중","","","","","","","20","0","1","3080000200300031","운영"
"3211","삼각산경로당","서울특별시 강북구 수유동 573-7번지 ","","20031117","운영중","","","","","","","1","0","1","3080000200300028","운영"
"3210","벽오산경로당","서울특별시 강북구 미아동 8-189번지 ","","20031111","운영중","","","","","","","0","0","1","3080000200300027","운영"
"3209","장수촌경로당","서울특별시 강북구 번동 440-3번지 ","","20031106","운영중","","","","","","","0","0","1","3080000200300024","운영"
"3208","운산경로당","서울특별시 강북구 미아동 187-14번지 ","","20031106","운영중","","","","","","","0","0","1","3080000200300023","운영"
"3207","sk북한산시티제2경로당","서울특별시 강북구 미아동 1353-1번지 ","","20020914","운영중","","","","","","","72","0","1","3080000200300018","운영"
"3206","경남아너스빌 경로당","서울특별시 강북구 미아동 1356번지 ","","20031018","운영중","","","","","","","25","0","1","3080000200300016","운영"
"3205","상동경로당","서울특별시 은평구 수색동 8-15번지 ","","19871226","운영중","","","","","","","110","0","0","3110000198700003","운영"
"3204","증산할머니경로당","서울특별시 은평구 증산동 189-68번지 ","","19870101","운영중","","","","","","","88","0","0","3110000198700002","운영"
"3203","대조경로당","서울특별시 은평구 대조동 212번지 ","","19860101","운영중","","","","","","","80","0","0","3110000198600006","운영"
"3202","갈현2동경로당","서울특별시 은평구 갈현동 474-1번지 ","","19860101","운영중","","","","","","","91","0","0","3110000198600005","운영"
"3201","새장골경로당","서울특별시 은평구 불광동 98-7번지 ","","19860101","운영중","","","","","","","42","0","0","3110000198600004","운영"
"3200","대광경로당","서울특별시 은평구 불광동 280-296번지 ","","19860101","운영중","","","","","","","76","0","0","3110000198600003","운영"
"3199","녹수경로당","서울특별시 은평구 녹번동 4-314번지 ","","19860101","운영중","","","","","","","57","0","0","3110000198600002","운영"
"3198","장수경로당","서울특별시 은평구 신사동 183-10번지 ","","19850830","운영중","","","","","","","125","0","0","3110000198500002","운영"
"3197","은평아파트경로당","서울특별시 은평구 역촌동 220번지 ","","19840101","운영중","","","","","","","45","0","0","3110000198400003","운영"
"3196","효경골경로당","서울특별시 은평구 갈현동 267-101번지 ","","19840101","운영중","","","","","","","57","0","0","3110000198400002","운영"
"3195","녹신경로당","서울특별시 은평구 응암동 37-106번지 ","","19830101","운영중","","","","","","","63","0","0","3110000198300002","운영"
"3194","응암2동 경로당","서울특별시 은평구 응암동 240-105번지 ","","19820101","운영중","","","","","","","180","0","0","3110000198200004","운영"
"3193","수색할머니경로당","서울특별시 은평구 수색동 173-4번지 ","","19800101","운영중","","","","","","","25","0","0","3110000198000001","운영"
"3192","증산경로당","서울특별시 은평구 증산동 202-17번지 ","","19790101","운영중","","","","","","","58","0","0","3110000197900001","운영"
"3191","산장경로당","서울특별시 은평구 수색동 ","","19770101","운영중","","","","","","","26","0","0","3110000197700002","운영"
"3190","갈현어버이회관경로당","서울특별시 은평구 갈현동 415-2번지 ","","19770101","운영중","","","","","","","86","0","0","3110000197700001","운영"
"3189","대호프라자아파트경로당","서울특별시 은평구 불광동 631-1번지 ","","19740101","운영중","","","","","","","26","0","0","3110000197400003","운영"
"3188","수색중앙경로당","서울특별시 은평구 수색동 205-902번지 ","","19740101","운영중","","","","","","","50","0","0","3110000197400002","운영"
"3187","수색경로당","서울특별시 은평구 수색동 146-12번지 ","","19740101","운영중","","","","","","","59","0","0","3110000197400001","운영"
"3186","잿말경로당","서울특별시 은평구 진관외동 51번지 ","","19710101","운영중","","","","","","","52","0","0","3110000197100001","운영"
"3185","진관경로당","서울특별시 은평구 진관내동 390-3번지 ","","19700101","운영중","","","","","","","53","0","0","3110000197000001","운영"
"3184","북한산여기소경로당","서울특별시 은평구 진관동 ","","19650101","운영중","","","","","","","58","0","0","3110000196500002","운영"
"3183","뉴신성아파트경로당","서울특별시 은평구 신사동 356번지 ","","19940101","운영중","","","","","","","34","0","0","3110000199400023","운영"
"3182","신사1차현대아파트경로당","서울특별시 은평구 신사동 359번지 ","","19940101","운영중","","","","","","","70","0","0","3110000199400022","운영"
"3181","대림아파트경로당","서울특별시 은평구 녹번동 276번지 ","","19940101","운영중","","","","","","","52","0","0","3110000199400021","운영"
"3180","박석어버이경로당","서울특별시 은평구 불광동 479-116번지 ","","19940101","운영중","","","","","","","80","0","0","3110000199400020","운영"
"3179","라이프아파트경로당","서울특별시 은평구 신사동 354번지 ","","19930101","운영중","","","","","","","45","0","0","3110000199300010","운영"
"3178","물푸레골경로당","서울특별시 은평구 구파발동 78-13번지 ","","19930630","운영중","","","","","","","45","0","0","3110000199300009","운영"
"3177","역마을경로당","서울특별시 은평구 역촌동 30-26번지 ","","19930915","운영중","","","","","","","80","0","0","3110000199300008","운영"
"3176","대호아파트경로당","서울특별시 은평구 불광동 629번지 ","","19921229","운영중","","","","","","","80","0","0","3110000199200008","운영"
"3175","신흥경로당","서울특별시 은평구 신사동 31-2번지 ","","19920915","운영중","","","","","","","120","0","0","3110000199200007","운영"
"3174","구산경로당","서울특별시 은평구 구산동 ","","20080716","운영중","","","","","","","50","0","0","3110000199200006","운영"
"3173","녹번경로당","서울특별시 은평구 녹번동 21-16번지 ","","19920101","운영중","","","","","","","36","0","0","3110000199200005","운영"
"3172","한양주택경로당","서울특별시 은평구 진관내동 440-162번지 ","","19910415","운영중","","","","","","","45","0","0","3110000199100003","운영"
"3171","신성아파트경로당","서울특별시 은평구 신사동 155-1번지 ","","19890101","운영중","","","","","","","40","0","0","3110000198900009","운영"
"3170","우성아파트경로당","서울특별시 은평구 응암동 694-1번지 ","","19890101","운영중","","","","","","","61","0","0","3110000198900008","운영"
"3169","미성아파트경로당","서울특별시 은평구 불광동 248번지 ","","19890101","운영중","","","","","","","45","0","0","3110000198900007","운영"
"3168","코오롱하늘채아파트 경로당","서울특별시 은평구 갈현동 545번지 ","","19890215","운영중","","","","","","","83","0","0","3110000198900006","운영"
"3167","기자촌경로당","서울특별시 은평구 진관외동 175-407번지 ","","19890215","운영중","","","","","","","52","0","0","3110000198900005","운영"
"3166","신사2동경로당","서울특별시 은평구 신사동 200-27번지 ","","19890215","운영중","","","","","","","125","0","0","3110000198900004","운영"
"3165","응암2동경로당","서울특별시 은평구 응암동 668번지 ","","19890101","운영중","","","","","","","42","0","0","3110000198900003","운영"
"3164","신사미성아파트경로당","서울특별시 은평구 신사동 140-2번지 ","","19880101","운영중","","","","","","","78","0","0","3110000198800004","운영"
"3163","역촌경로당","서울특별시 은평구 역촌동 67-9번지 ","","19881220","운영중","","","","","","","91","0","0","3110000198800003","운영"
"3162","녹산경로당","서울특별시 은평구 녹번동 산 1-41번지 ","","19880101","운영중","","","","","","","81","0","0","3110000198800001","운영"
"3161","금호아파트경로당","서울특별시 은평구 응암동 739번지 ","","19990322","운영중","","","","","","","35","0","0","3110000199900025","운영"
"3160","갈현현대아파트제일경로당","서울특별시 은평구 구산동 갈현현대아파트 ","","19991012","운영중","","","","","","","36","0","0","3110000199900024","운영"
"3159","대주아파트경로당","서울특별시 은평구 응암동 669-1번지 ","","20000926","운영중","","","","","","","60","0","0","3110000199900023","운영"
"3158","구룡경로당","서울특별시 은평구 수색동 289-37번지 ","","19991217","운영중","","","","","","","30","0","0","3110000199900022","운영"
"3157","신동아아파트경로당","서울특별시 은평구 응암동 197-78번지 ","","19980306","운영중","","","","","","","26","0","0","3110000199800031","운영"
"3156","서초포레스타5단지(아)경로당","서울특별시 서초구 신원동 서초포레스타5단지아파트경로당 ","","20150727","운영중","","","","","","","44","","","3210000201500004","운영"
"3155","잠원동아아파트경로당","서울특별시 서초구 잠원동 잠원동아아파트 경로당 ","","20150724","운영중","","","","","","","20","","","3210000201500003","운영"
"3154","서초더샵포레시니어하우스경로당","서울특별시 서초구 내곡동 서초더샵포레시니어하우스 경로당 ","","20150706","운영중","","","","","","","40","","","3210000201500002","운영"
"3153","소정회경로당","서울특별시 서초구 방배동 ","","20150526","운영중","","","","","","","23","","23","3210000201500001","운영"
"3152","황학경로당","서울특별시 중구 황학동 1644번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700051","운영"
"3151","파라다이스경로당","서울특별시 중구 신당동 282-10번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700050","운영"
"3150","동화동현대아파트경로당","서울특별시 중구 신당동 동화동 현대아파트 경로당 ","","20071126","운영중","","","","","","","0","0","0","3010000200700049","운영"
"3149","동화동경로당","서울특별시 중구 신당동 50-12번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700047","운영"
"3148","한진그랑빌행복경로당","서울특별시 중구 신당동 845번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700046","운영"
"3147","한진그랑빌경로당","서울특별시 중구 신당동 845번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700045","운영"
"3146","신당5할머니경로당","서울특별시 중구 신당동 163-10번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700044","운영"
"3145","유락할머니경로당","서울특별시 중구 신당동 80-70번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700043","운영"
"3144","유락경로당","서울특별시 중구 신당동 155-10번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700042","운영"
"3143","신당5동경로당","서울특별시 중구 신당동 132-10번지 ","","20071126","운영중","","","","","","","0","0","0","3010000200700041","운영"
"3142","롯데캐슬 베네치아 경로당","서울특별시 중구 황학동 롯데캐슬베네치아 103동 ","","20081230","운영중","","","","","","","0","0","0","3010000200900001","운영"
"3141","남산아이리스경로당","서울특별시 중구 회현동1가 남산롯데캐슬아이리스아파트 ","","20130813","운영중","","","","","","","0","","","3010000201300010","운영"
"3140","동화경로당","서울특별시 중구 신당동 청구 e편한세상 115동 ","","20120925","운영중","","","","","","","0","","","3010000201300008","운영"
"3139","하이베르경로당","서울특별시 중구 신당동 111동 ","","20120725","운영중","","","","","","","0","","","3010000201300007","운영"
"3138","사랑 경로당","서울특별시 중구 신당동 201동 ","","20120706","운영중","","","","","","","0","","","3010000201300006","운영"
"3137","청구e편안세상경로당","서울특별시 중구 신당동 109동 ","","20120709","운영중","","","","","","","0","","","3010000201300005","운영"
